timestamp_et,open,high,low,close,volume
2026-04-27 04:00:00-04:00,713.87,715.06,712.5,713.15,0
2026-04-27 04:05:00-04:00,713.1959,715.0,712.81,712.8166,0
2026-04-27 04:10:00-04:00,712.87,713.04,712.72,712.72,0
2026-04-27 04:15:00-04:00,712.75,713.02,712.75,712.934,0
2026-04-27 04:20:00-04:00,712.97,713.131,712.88,713.13,0
2026-04-27 04:25:00-04:00,713.161,713.26,713.12,713.21,0
2026-04-27 04:30:00-04:00,713.19,713.35,713.17,713.3405,0
2026-04-27 04:35:00-04:00,713.36,713.4,713.21,713.3192,0
2026-04-27 04:40:00-04:00,713.2951,713.39,713.23,713.36,0
2026-04-27 04:45:00-04:00,713.38,713.59,713.38,713.5,0
2026-04-27 04:50:00-04:00,713.48,713.57,713.38,713.47,0
2026-04-27 04:55:00-04:00,713.51,713.56,713.429,713.5,0
2026-04-27 05:00:00-04:00,713.5,713.6005,713.4392,713.55,0
2026-04-27 05:05:00-04:00,713.52,713.5792,713.3777,713.4018,0
2026-04-27 05:10:00-04:00,713.38,713.67,713.38,713.5825,0
2026-04-27 05:15:00-04:00,713.5992,713.61,713.4797,713.4937,0
2026-04-27 05:20:00-04:00,713.46,713.51,713.3524,713.37,0
2026-04-27 05:25:00-04:00,713.37,713.5,713.35,713.47,0
2026-04-27 05:30:00-04:00,713.4392,713.64,713.42,713.61,0
2026-04-27 05:35:00-04:00,713.6,713.6,713.45,713.54,0
2026-04-27 05:40:00-04:00,713.5119,713.57,713.4692,713.53,0
2026-04-27 05:45:00-04:00,713.51,713.6,713.48,713.48,0
2026-04-27 05:50:00-04:00,713.48,713.67,713.48,713.66,0
2026-04-27 05:55:00-04:00,713.68,713.7,713.42,713.47,0
2026-04-27 06:00:00-04:00,713.4712,713.55,713.4292,713.4292,0
2026-04-27 06:05:00-04:00,713.4,713.55,713.32,713.3587,0
2026-04-27 06:10:00-04:00,713.41,713.41,713.26,713.3507,0
2026-04-27 06:15:00-04:00,713.38,713.56,713.3492,713.5,0
2026-04-27 06:20:00-04:00,713.5476,713.7,713.5476,713.61,0
2026-04-27 06:25:00-04:00,713.62,713.647,713.41,713.471,0
2026-04-27 06:30:00-04:00,713.5,713.6959,713.4531,713.6124,0
2026-04-27 06:35:00-04:00,713.6295,713.81,713.6,713.8,0
