tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,csv_lag_minutes,ribbon_cents,bear_score,bull_score,classification,notes
1,09:35:02,(no_decision),,,09:30,736.8400268554688,09:35,736.3599853515625,737.2899780273438,736.1387939453125,,,0.0,,,,NO_DATA,
2,09:36:02,(no_decision),,,09:30,736.8400268554688,09:35,736.3599853515625,737.2899780273438,736.1387939453125,,,1.0,,,,NO_DATA,
3,09:40:01,(no_decision),,,09:35,736.3599853515625,09:40,735.7449951171875,736.5499877929688,734.7164916992188,,,0.0,,,,NO_DATA,
5,09:45:02,HOLD,735.87,09:45,09:40,735.7449951171875,09:45,735.489990234375,736.239990234375,734.2999877929688,0.125,0.125,0.0,2,0,3,MISALIGNED-BENIGN,spy=735.87 ribbon=2c(BULL) vix=19.16(rising) bear=0/10 bull=3/11 htf=null | ribbon_compressed_74c_to_2c_vix_rising_seller_pressure
6,09:48:02,(no_decision),,,09:40,735.7449951171875,09:45,735.489990234375,736.239990234375,734.2999877929688,,,3.0,,,,NO_DATA,
7,09:51:02,(no_decision),,,09:45,735.489990234375,09:50,737.2999877929688,737.7000122070312,735.47998046875,,,1.0,,,,NO_DATA,
8,09:54:01,(no_decision),,,09:45,735.489990234375,09:50,737.2999877929688,737.7000122070312,735.47998046875,,,4.0,,,,NO_DATA,
9,09:59:01,HOLD_DEV,735.87,09:59,09:50,737.2999877929688,09:55,735.9349975585938,737.3300170898438,735.8400268554688,-1.43,-1.43,4.0,2,0,1,MISALIGNED-BENIGN,"spy=735.87 ribbon=2c(BULL) vix=19.16(rising) bear=0/10 bull=1/11 htf=null | ribbon compressing 2c<30c floor, VIX rising contradicts bull, aw"
11,10:03:02,(no_decision),,,09:55,735.9349975585938,10:00,735.47998046875,736.3300170898438,735.239990234375,,,3.0,,,,NO_DATA,
12,10:06:02,HOLD_DEV,735.81,10:06,10:00,735.47998046875,10:05,735.739990234375,736.469970703125,735.25,0.33,0.33,1.0,11,7,4,MISALIGNED-BENIGN,spy=735.81 ribbon=11c(BULL) vix=19.16(cached) bear=7/10 bull=4/11 htf=null | ribbon BULL blocks bear; spread tight; VIX>18 hard-cap blocks b
13,10:11:01,HOLD,735.74,10:11,10:05,735.739990234375,10:10,735.5900268554688,736.219970703125,735.1400146484375,0.0,0.0,1.0,7,2,1,ALIGNED,spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon compression 7c<30c gate + VIX 19.16 blocks entries
15,10:15:02,HOLD,735.74,10:10,10:10,735.5900268554688,10:15,734.8800048828125,735.9600219726562,734.719970703125,0.15,0.15,0.0,7,2,1,MISALIGNED-BENIGN,spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon_compression_7c_far_below_30c_minimum_blocks_both_sides
16,10:18:02,HOLD,735.6,10:18,10:10,735.5900268554688,10:15,734.8800048828125,735.9600219726562,734.719970703125,0.01,0.01,3.0,7,2,1,ALIGNED,spy=735.60 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon narrow + VIX rising block both sides
16,10:19:01,HOLD_DEV,735.74,10:19,10:10,735.5900268554688,10:15,734.8800048828125,735.9600219726562,734.719970703125,0.15,0.15,4.0,7,2,1,MISALIGNED-BENIGN,spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon_chop blocks both sides
17,10:21:02,HOLD,735.74,10:21,10:15,734.8800048828125,10:20,736.27001953125,736.4500122070312,734.1099853515625,0.86,0.86,1.0,7,2,1,MISALIGNED-BENIGN,"spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon spread below 30c threshold blocks both setups, bull vix >"
19,10:29:01,HOLD,736.44,10:29,10:20,736.27001953125,10:25,736.489990234375,736.9749755859375,735.9450073242188,0.17,0.17,4.0,3,2,1,MISALIGNED-BENIGN,"spy=736.44 ribbon=3c(MIXED) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon compressed <30c + MIXED stack blocks both sides, VIX 19."
21,10:33:02,HOLD_DEV,735.74,10:33,10:25,736.489990234375,10:30,736.9600219726562,737.2899780273438,736.4600219726562,-0.75,-0.75,3.0,7,2,1,MISALIGNED-BENIGN,"spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon <30c spread blocks both, VIX 19.16 rising blocks bull, no"
21,10:34:01,HOLD,735.74,10:34,10:25,736.489990234375,10:30,736.9600219726562,737.2899780273438,736.4600219726562,-0.75,-0.75,4.0,7,2,1,MISALIGNED-BENIGN,spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon_spread_7c_blocks_both_sides
22,10:36:02,HOLD,735.74,10:37,10:30,736.9600219726562,10:35,736.25,737.1699829101562,736.2100219726562,-1.22,-1.22,1.0,7,2,1,MISALIGNED-BENIGN,spy=735.74 ribbon=7c(BULL) vix=19.16(rising) bear=2/10 bull=1/11 htf=null | ribbon_spread_7c_blocks_both_setups_spread_threshold
23,10:39:01,HOLD,736.3,10:39,10:30,736.9600219726562,10:35,736.25,737.1699829101562,736.2100219726562,-0.66,-0.66,4.0,27,7,8,MISALIGNED-BENIGN,spy=736.30 ribbon=27c(BULL) vix=18.76(falling) bear=7/10 bull=8/11 htf=null | spread_27c<30c blocks both; VIX>18 hard cap blocks bull; ribbo
24,10:42:02,HOLD,736.3,10:42,10:35,736.25,10:40,737.619873046875,737.6699829101562,736.1599731445312,0.05,0.05,2.0,27,7,8,ALIGNED,spy=736.30 ribbon=27c(BULL) vix=18.76(falling) bear=7/10 bull=8/11 htf=null | spread<30c + vix>18 hard-cap both
