tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,ribbon_cents,bear_score,bull_score,classification,notes
3,09:39:01,HOLD_DEV,757.45,09:39,09:30,757.4500122070312,09:35,756.989990234375,757.5499877929688,756.9708862304688,-0.0,-0.0,6,5,4,ALIGNED,spy=757.45 ribbon=6c(BEAR) vix=16.19(flat) bear=5/10 bull=4/11 htf=null | spread 6c < 30c min; no BULL ribbon yet
6,09:48:01,HOLD_DEV,757.31,09:48,09:40,757.3106079101562,09:45,757.6599731445312,757.6799926757812,757.280029296875,-0.0006,-0.0006,,0,,ALIGNED,spy=757.31 ribbon=mixed_0c(pivot<fastxslow) vix=16.16(flat/cached) bear=0/10 bull=<5/11 htf=null | ribbon_compressed + ISM_event_7min
9,09:57:01,(no_decision),,,09:50,757.530029296875,09:55,757.6199951171875,757.6699829101562,757.3599853515625,,,,,,NO_DATA,
11,10:03:01,HOLD,757.45,10:03,09:55,757.6199951171875,10:00,757.7750244140625,757.780029296875,757.22998046875,-0.17,-0.17,15,0,0,MISALIGNED-BENIGN,spy=757.45 ribbon=15c(MIXED) vix=16.16(cached) bear=0/10 bull=0/11 htf=null | ism_window_blocks_entry
12,10:06:01,SKIP_NEWS,757.41,10:06,10:00,757.7750244140625,10:05,757.9149780273438,757.9400024414062,757.614990234375,-0.365,-0.365,15,0,0,STALE_PAUSED,spy=757.41 ribbon=15c(MIXED) vix=16.16(cached) bear=0/10 bull=0/11 | inside_ISM_Manufacturing_no_trade_window_09:55-10:20
16,10:18:01,HOLD,758.15,10:18,10:10,758.1799926757812,10:15,758.3200073242188,758.3499755859375,758.0200805664062,-0.03,-0.03,42,0,0,ALIGNED,"spy=758.15 ribbon=42c(BULL) vix=16.16(cached) bear=0/10 bull=0/11 | ISM manufacturing window 09:55-10:20 ET active, blocks all entries; ribb"
21,10:33:01,HOLD_DEV,757.73,10:33,10:25,757.7349853515625,10:30,758.5499877929688,758.5599975585938,757.719970703125,-0.005,-0.005,46,0,9,ALIGNED,spy=757.73 ribbon=46c(BULL) vix=16.16(cached) bear=0/10 bull=9/11 | BULL 9/11 bar-pressure-blocked; bear VIX<17.30 ineligible
26,10:48:01,(no_decision),,,10:40,758.9099731445312,10:45,759.260009765625,759.2999877929688,758.8099975585938,,,,,,NO_DATA,
27,10:51:01,(no_decision),,,10:45,759.260009765625,10:50,759.5499877929688,759.5999755859375,759.219970703125,,,,,,NO_DATA,
30,11:00:02,HOLD,759.72,11:00,10:55,759.719970703125,11:00,759.4500122070312,759.780029296875,759.4000244140625,0.0,0.0,106,2,8,ALIGNED,"spy=759.72 ribbon=106c(BULL) vix=16.04(falling) bear=2/10 bull=8/11 htf=null | order canceled, fresh bar no trigger"
31,11:03:01,(no_decision),,,10:55,759.719970703125,11:00,759.4500122070312,759.780029296875,759.4000244140625,,,,,,NO_DATA,
33,11:09:01,HOLD_DEV,760.09,11:09,11:00,759.4500122070312,11:05,760.1099243164062,760.114990234375,759.375,0.64,0.64,108,4,9,MISALIGNED-BENIGN,"spy=760.09 ribbon=108c(BULL) vix=16.02(falling) bear=4/10 bull=9/11 htf=null | red bar 11:00-11:05 low-vol consolidation, bull setup intact "
