tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,csv_lag_minutes,ribbon_cents,bear_score,bull_score,classification,notes
3,09:39:06,HOLD_DEV,,09:39,09:30,737.3399047851562,09:35,736.9600219726562,738.0250244140625,736.8800048828125,,,4.1,,0,0,NO_DATA,spy=na ribbon=stale(premarket_bull_54c) vix=stale(19.36/cached) bear=0/10 bull=0/11 htf=null | session_init_pending_live_data
4,09:44:02,ERROR_TV,737.33,09:44,09:35,736.9600219726562,09:40,734.2899780273438,737.1165161132812,734.0401000976562,0.37,0.37,4.0,,0,0,STALE_PAUSED,spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | TV disconnected (CDP failed) + Safe Alpaca 401; premarket bias=no-t
6,09:48:01,(no_decision),,,09:40,734.2899780273438,09:45,732.889892578125,734.7849731445312,731.5399780273438,,,3.0,,,,NO_DATA,
6,09:49:02,ERROR_ALPACA,737.33,09:48,09:40,734.2899780273438,09:45,732.889892578125,734.7849731445312,731.5399780273438,3.04,3.04,4.0,,0,0,STALE_PAUSED,"spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | Safe MCP 401 Unauthorized, TV disconnected 3 retries, pre-session i"
7,09:51:02,ERROR_ALPACA,737.33,09:51,09:45,732.889892578125,09:50,730.7000122070312,733.6599731445312,730.5,4.4401,4.4401,1.0,,0,0,STALE_PAUSED,spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | Safe Alpaca 401 auth fail
8,09:54:01,ERROR_ALPACA,,09:54,09:45,732.889892578125,09:50,730.7000122070312,733.6599731445312,730.5,,,4.0,,,,NO_DATA,retry MCP connectivity (last attempt 09:48 failed)
9,09:59:02,ERROR_ALPACA,737.33,09:59,09:50,730.7000122070312,09:55,729.8350219726562,731.219970703125,729.5999755859375,6.63,6.63,4.0,,0,0,STALE_PAUSED,"spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | Safe Alpaca MCP 401 Unauthorized (auth broken since premarket, TV d"
11,10:03:01,ERROR_ALPACA,737.33,10:03,09:55,729.8350219726562,10:00,733.239990234375,733.530029296875,729.780029296875,7.495,7.495,3.0,,0,0,STALE_PAUSED,spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | Safe Alpaca MCP 401 persists (cannot verify equity/positions); TV d
11,10:04:03,ERROR_ALPACA,,10:04,09:55,729.8350219726562,10:00,733.239990234375,733.530029296875,729.780029296875,,,4.0,,,,NO_DATA,alpaca_401_tv_down | mcp_connectivity_critical_failure
12,10:06:02,SKIP_TV_DATA_STALE,737.33,10:06,10:00,733.239990234375,10:05,734.9099731445312,735.030029296875,733.25,4.09,4.09,1.0,,0,0,MISALIGNED-CRITICAL,spy=737.33 ribbon=unknown vix=17.88(falling) bear=0/10 bull=0/11 htf=null | TV_FALLBACK_FAILED: ribboncli returned UNKNOWN stack after prema
13,10:09:01,SKIP_TV_DATA_STALE,737.33,10:09,10:00,733.239990234375,10:05,734.9099731445312,735.030029296875,733.25,4.09,4.09,4.0,,0,0,MISALIGNED-CRITICAL,spy=737.33 ribbon=UNAVAIL vix=17.88(falling_stale) bear=0/10 bull=0/11 htf=null | TV down 40min + Safe MCP 401; no-trade-bias
16,10:18:02,(no_decision),,,10:10,734.1199951171875,10:15,735.5599975585938,735.6699829101562,733.1799926757812,,,3.0,,,,NO_DATA,
16,10:18:02,(no_decision),,,10:10,734.1199951171875,10:15,735.5599975585938,735.6699829101562,733.1799926757812,,,3.0,,,,NO_DATA,
17,10:21:02,(no_decision),,,10:15,735.5599975585938,10:20,735.0,736.5,734.510009765625,,,1.0,,,,NO_DATA,
17,10:23:02,SKIP_TV_DATA_STALE,737.33,10:23,10:15,735.5599975585938,10:20,735.0,736.5,734.510009765625,1.77,1.77,3.0,,0,0,MISALIGNED-BENIGN,"spy=737.33 ribbon=null vix=17.88(cached_85min_stale) bear=0/10 bull=0/11 htf=null | TV offline 40m (3 exhausted), Safe Alpaca MCP 401 Unauth"
19,10:28:04,PAUSED,,10:28,10:20,735.0,10:25,735.4749755859375,735.9199829101562,734.8099975585938,,,3.1,,,,NO_DATA,TV outage killswitch active
21,10:33:03,PAUSED,737.3,10:33,10:25,735.4749755859375,10:30,736.3699951171875,737.0999755859375,735.3200073242188,1.825,1.825,3.0,,,,STALE_PAUSED,"spy=737.3 vix=17.88(cached_08:57) | kill-switch activeΓÇöTV offline 40min, Safe auth 401"
22,10:36:02,PAUSED,737.33,10:36,10:30,736.3699951171875,10:35,736.64501953125,736.8400268554688,735.5899047851562,0.96,0.96,1.0,,0,0,STALE_PAUSED,spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | kill-switch: CRITICAL_TV_OUTAGE 4x consecutive SKIP_TV_DATA_STALE T
22,10:38:02,ERROR_ALPACA,,10:38,10:30,736.3699951171875,10:35,736.64501953125,736.8400268554688,735.5899047851562,,,3.0,,,,NO_DATA,safe_mcp_401_unauthorized_cannot_execute | confirmed @10:38 after premarket @10:09
24,10:43:02,PAUSED,,10:43,10:35,736.64501953125,10:40,735.409912109375,736.760009765625,734.77001953125,,,3.0,,,,NO_DATA,kill-switch active
25,10:47:03,(no_decision),,,10:40,735.409912109375,10:45,736.3499755859375,736.5900268554688,734.75,,,2.0,,,,NO_DATA,
26,10:48:01,(no_decision),,,10:40,735.409912109375,10:45,736.3499755859375,736.5900268554688,734.75,,,3.0,,,,NO_DATA,
27,10:52:02,PAUSED,737.0,10:52,10:45,736.3499755859375,10:50,737.7999877929688,737.8200073242188,736.02001953125,0.65,0.65,2.0,,0,0,STALE_PAUSED,"spy=737 ribbon=null vix=17.88(falling,stale) bear=0/10 bull=0/11 htf=null | kill-switch active: TV MCP outage 4+ consecutive skips; restart "
29,10:57:03,PAUSED,737.33,10:57,10:50,737.7999877929688,10:55,735.22998046875,737.72998046875,735.030029296875,-0.47,-0.47,2.0,,,,STALE_PAUSED,"spy=737.33 ribbon=--c(--) vix=17.88(falling) bear=-/10 bull=-/11 htf=-- | CRITICAL_TV_OUTAGE kill-switch active, TV unreachable 4x"
30,11:02:02,(no_decision),,,10:55,735.22998046875,11:00,736.1599731445312,736.22998046875,734.8599853515625,,,2.0,,,,NO_DATA,
31,11:03:01,SKIP_TV_DATA_STALE,,11:02,10:55,735.22998046875,11:00,736.1599731445312,736.22998046875,734.8599853515625,,,3.0,,0,0,NO_DATA,"spy=null ribbon=null vix=17.88(cached) bear=0/10 bull=0/11 htf=null | TV offline 40min, Alpaca bars stale from 2026-06-22"
32,11:07:02,(no_decision),,,11:00,736.1599731445312,11:05,734.760009765625,736.52001953125,734.5,,,2.0,,,,NO_DATA,
34,11:12:01,ERROR_ALPACA,,11:12,11:05,734.760009765625,11:10,732.969970703125,734.8900146484375,732.6199951171875,,,2.0,,,,NO_DATA,safe_mcp_401_unauthorized
35,11:15:01,SKIP_TV_DATA_STALE,737.33,11:15,11:10,732.969970703125,11:15,733.6699829101562,733.875,731.8499755859375,4.36,4.36,0.0,,0,0,MISALIGNED-CRITICAL,spy=737.33 ribbon=null vix=17.88(falling) bear=0/10 bull=0/11 htf=null | TV_MCP_unavailable_Safe_401 TV_FALLBACK_FAILED
36,11:18:01,SKIP_TV_DATA_STALE,737.33,11:18,11:10,732.969970703125,11:15,733.6699829101562,733.875,731.8499755859375,4.36,4.36,3.0,,0,0,MISALIGNED-CRITICAL,"spy=737.33 ribbon=?c(?) vix=17.88(falling) bear=0/10 bull=0/11 htf=? | Alpaca bars 3d stale (2026-06-22), TV down 140min ΓÇö no chart fallba"
