tick_id,fire_at,decision,claimed_spy,claimed_bar_label,last_closed_bar_open,last_closed_close,in_progress_bar_open,in_progress_close_so_far,in_progress_high,in_progress_low,divergence_vs_closed,divergence_dollars,ribbon_cents,bear_score,bull_score,classification,notes
3,09:39:02,(no_decision),,,09:30,738.5499877929688,09:35,738.7100219726562,739.0,738.2999877929688,,,,,,NO_DATA,
6,09:48:02,HOLD,738.79,09:48,09:40,738.0399780273438,09:45,738.869873046875,739.2999877929688,737.5599975585938,0.75,0.75,54,5,5,MISALIGNED-BENIGN,"spy=738.79 ribbon=54c(BULL) vix=18.51(unknown) bear=5/10 bull=5/11 | ribbon bullish, volume divergence post-red, vix blocks calls"
9,09:57:02,HOLD,741.3,09:57,09:50,740.8800048828125,09:55,740.5700073242188,741.4149780273438,740.4000244140625,0.42,0.42,73,6,9,MISALIGNED-BENIGN,"spy=741.30 ribbon=73c(BULL) vix=18.51(cached) bear=6/10 bull=9/11 htf=null | VIX above bull gate 17.20, no bear setup fires"
11,10:03:02,(no_decision),,,09:55,740.5700073242188,10:00,739.1799926757812,740.5999755859375,738.8900146484375,,,,,,NO_DATA,
12,10:06:02,(no_decision),,,10:00,739.1799926757812,10:05,740.389892578125,740.3900146484375,738.6099853515625,,,,,,NO_DATA,
16,10:18:02,HOLD,740.13,10:18,10:10,739.9349975585938,10:15,740.5399780273438,740.739990234375,739.8200073242188,0.195,0.195,77,6,8,MISALIGNED-BENIGN,spy=740.13 ribbon=77c(BULL) vix=18.33(falling) bear=6/10 bull=8/11 htf=null | VIX>17.20_bar_RED_both_blocks
21,10:33:03,HOLD,737.83,10:33,10:25,739.5,10:30,737.4299926757812,739.8400268554688,737.1799926757812,-1.67,-1.67,68,0,2,MISALIGNED-BENIGN,"spy=737.83 ribbon=68c(BULL) vix=18.51(dir=unknown) bear=0/10 bull=2/11 htf=none | Both blocked: BEARISH filter 2 (no PMH 741.0 touch), BULLI"
26,10:48:02,HOLD_DEV,737.45,10:55,10:40,738.2999877929688,10:45,737.52001953125,738.4000244140625,737.280029296875,-0.85,-0.85,31,6,9,MISALIGNED-BENIGN,"spy=737.45 ribbon=31c(MIXED) vix=18.51(unknown) bear=6/10 bull=9/11 | BULL 9/11 near-miss (ribbon MIXED + VIX blocks), BEAR 6/10 (ribbon + V"
31,11:03:02,HOLD,738.29,11:03,10:55,738.2849731445312,11:00,737.280029296875,739.02001953125,736.780029296875,0.005,0.005,45,6,3,ALIGNED,spy=738.29 ribbon=45c(MIXED) vix=18.64(rising) bear=6/10 bull=3/11 htf=null | pullback bar low-vol kills both; VIX 18.64 above bull gate
36,11:18:02,(no_decision),,,11:10,737.22998046875,11:15,736.3150024414062,737.4000244140625,735.9600219726562,,,,,,NO_DATA,
