timestamp_et,spy_close,vix,ribbon_stack,ribbon_spread_cents,htf_15m_stack,bear_score,blockers,triggers_fired,rejection_level,passed
2025-01-02T14:25:00-04:00,582.32,18.96999931335449,BEAR,349.3585698850893,,6,1|8|9|10,,,False
2025-01-02T14:30:00-04:00,581.08,18.96999931335449,BEAR,353.76249017360806,,7,1|8|10,,,False
2025-01-02T14:35:00-04:00,581.33,18.96999931335449,BEAR,352.7694305264163,,5,1|7|8|9|10,,,False
2025-01-02T14:40:00-04:00,582.25,18.96999931335449,BEAR,340.5082594431519,,5,1|7|8|9|10,,,False
2025-01-02T14:45:00-04:00,581.3,18.96999931335449,BEAR,338.1360531330529,,7,1|8|10,,,False
2025-01-02T14:50:00-04:00,580.75,18.96999931335449,BEAR,339.8263321834406,,7,1|8|10,,,False
2025-01-02T14:55:00-04:00,581.89,18.96999931335449,BEAR,327.6018599614076,,5,1|7|8|9|10,,,False
2025-01-02T15:00:00-04:00,582.31,18.530000686645508,BEAR,311.35549002981406,,6,7|8|9|10,,,False
2025-01-02T15:05:00-04:00,582.27,18.530000686645508,BEAR,296.5910955669301,,7,8|9|10,,,False
2025-01-02T15:10:00-04:00,582.08,18.530000686645508,BEAR,284.66182026177194,,8,8|10,,,False
2025-01-02T15:15:00-04:00,582.37,18.530000686645508,BEAR,270.23505852247354,,7,8|9|10,,,False
2025-01-02T15:20:00-04:00,583.01,18.530000686645508,BEAR,250.26766223230652,,7,8|9|10,,,False
2025-01-02T15:25:00-04:00,583.26,18.530000686645508,BEAR,229.8410118582865,,7,8|9|10,,,False
2025-01-02T15:30:00-04:00,582.7,18.530000686645508,BEAR,217.42119428047317,,7,8|9|10,,,False
2025-01-02T15:35:00-04:00,582.71,18.530000686645508,BEAR,205.8403460428508,,7,8|9|10,,,False
2025-01-02T15:40:00-04:00,582.74,18.530000686645508,BEAR,194.81270786473033,,7,8|9|10,,,False
2025-01-02T15:45:00-04:00,583.46,18.530000686645508,BEAR,177.26338022052914,,6,7|8|9|10,,,False
2025-01-03T10:30:00-04:00,588.09,17.440000534057617,MIXED,118.467395861569,,5,5|7|8|9|10,,,False
2025-01-03T10:35:00-04:00,589.38,17.440000534057617,MIXED,80.37609670259371,,5,5|7|8|9|10,,,False
2025-01-03T10:40:00-04:00,589.53,17.440000534057617,MIXED,66.18974866981944,,6,5|8|9|10,,,False
2025-01-03T10:45:00-04:00,587.855,17.440000534057617,MIXED,73.22433312494923,,8,5|8,level_rejection,588.0,False
2025-01-03T10:50:00-04:00,587.6,17.440000534057617,MIXED,76.46919000683283,,8,5|8,level_rejection,588.0,False
2025-01-03T10:55:00-04:00,588.0,17.440000534057617,BULL,87.79934546804498,,5,5|7|8|9|10,,,False
